,popularity,album.total_tracks,audio_features.acousticness,audio_features.danceability,audio_features.energy,audio_features.instrumentalness,audio_features.loudness,audio_features.liveness,audio_features.tempo,audio_features.mode,audio_features.speechiness,audio_features.valence,audio_features.time_signature,audio_features.key
1347,61,10,0.02,0.767,0.692,0.00104,-4.876,0.343,83.053,0,0.101,0.41,4,10
1348,66,3,0.178,0.619,0.502,0.0,-8.097,0.155,174.196,0,0.249,0.38,4,0
1349,66,15,0.239,0.936,0.523,0.0,-6.71,0.117,119.889,1,0.0597,0.699,4,5
1350,85,14,0.27,0.666,0.542,0.0,-6.429,0.0765,120.134,1,0.0392,0.0771,4,8
1351,43,3,0.09,0.691,0.624,1.3e-05,-8.82,0.0896,114.976,1,0.032,0.663,4,9
1352,73,10,0.235,0.834,0.663,0.0,-6.143,0.372,121.876,1,0.133,0.774,4,8
1353,46,1,0.0933,0.73,0.792,3.05e-06,-4.321,0.418,124.988,0,0.0411,0.749,4,0
1354,79,16,0.612,0.68,0.729,0.0,-5.077,0.224,123.97,1,0.0475,0.446,4,5
1355,43,1,0.0431,0.857,0.627,0.073,-6.398,0.0999,112.002,1,0.0449,0.26,4,1
1356,58,7,0.315,0.693,0.553,0.0,-12.514,0.274,150.155,1,0.265,0.481,4,8
1357,0,1,0.119,0.821,0.768,5.22e-06,-8.153,0.123,95.025,1,0.0868,0.634,4,5
1358,77,12,0.162,0.721,0.751,6.59e-06,-6.203,0.118,140.095,0,0.125,0.738,4,10
1359,75,10,0.00151,0.964,0.398,3.95e-05,-8.981,0.101,105.012,0,0.0795,0.563,4,11
1360,75,18,0.0666,0.6,0.939,6.18e-06,-1.794,0.34,159.941,1,0.19,0.833,4,7
1361,86,26,0.0448,0.574,0.664,0.0553,-6.068,0.146,144.654,1,0.0409,0.226,4,11
1362,69,1,0.0325,0.602,0.612,0.00943,-8.115,0.147,95.161,1,0.0465,0.692,4,8
1363,55,4,0.0793,0.755,0.632,3.75e-05,-8.139,0.103,134.014,1,0.0559,0.357,4,2
1364,0,1,0.000193,0.491,0.425,0.948,-7.638,0.109,158.663,0,0.0513,0.947,4,8
1365,79,1,0.0522,0.621,0.601,0.0,-5.616,0.46,116.735,0,0.148,0.457,5,6
1366,54,1,0.301,0.608,0.549,0.815,-10.5,0.126,114.842,0,0.189,0.213,4,10
1367,72,1,0.00391,0.905,0.876,0.841,-5.467,0.058,124.976,1,0.0422,0.31,4,2
1368,91,14,0.0212,0.68,0.826,1.24e-05,-5.487,0.543,118.051,1,0.0309,0.644,4,0
1369,71,1,0.0799,0.748,0.631,0.838,-10.057,0.104,88.502,0,0.051,0.0799,4,10
1370,48,1,0.000429,0.657,0.958,0.553,-5.352,0.349,170.005,1,0.0549,0.852,4,1
1371,78,27,0.00904,0.798,0.545,9.48e-05,-6.466,0.258,118.029,1,0.168,0.212,4,1
1372,0,1,0.125,0.781,0.835,0.901,-7.093,0.145,130.059,0,0.0415,0.682,4,9
1373,56,1,0.0506,0.639,0.52,0.897,-10.77,0.0995,159.984,1,0.0934,0.833,4,5
1374,61,1,0.0711,0.782,0.858,0.967,-10.158,0.111,135.005,1,0.0678,0.0692,4,1
1375,45,5,0.0183,0.477,0.788,1.78e-06,-4.46,0.294,129.967,1,0.0362,0.255,4,10
1376,71,1,0.0216,0.711,0.646,0.0,-5.444,0.0921,160.931,0,0.225,0.778,3,2
1377,76,1,0.000674,0.608,0.792,0.653,-5.721,0.252,161.104,1,0.0355,0.611,4,9
1378,0,11,0.139,0.791,0.558,0.0,-9.328,0.0784,145.889,1,0.21,0.805,4,0
1379,77,23,0.0186,0.781,0.73,0.0,-6.663,0.133,133.021,0,0.144,0.581,4,11
1380,76,19,0.354,0.696,0.607,0.0,-6.72,0.159,91.452,0,0.152,0.392,3,11
1381,57,16,0.028,0.604,0.603,0.0,-6.582,0.108,82.601,0,0.149,0.395,4,9
1382,79,12,0.203,0.605,0.668,0.0,-7.03,0.165,147.078,0,0.0817,0.567,4,10
1383,74,1,0.0586,0.813,0.596,0.0,-9.172,0.0766,117.274,1,0.536,0.681,4,0
1384,70,1,0.268,0.821,0.663,0.0,-7.199,0.113,129.985,0,0.125,0.556,4,11
1385,75,13,0.357,0.738,0.593,0.0,-8.461,0.11,72.494,0,0.28,0.477,4,10
1386,68,1,0.142,0.934,0.807,1.99e-05,-4.286,0.299,127.967,1,0.173,0.878,4,6
1387,76,12,0.575,0.735,0.678,3.97e-05,-5.395,0.0936,145.9,1,0.0959,0.708,4,6
1388,68,14,0.221,0.727,0.66,2.35e-05,-5.84,0.0896,74.977,0,0.0655,0.83,4,2
1389,71,1,0.371,0.715,0.535,0.0,-4.948,0.125,94.006,0,0.0795,0.363,4,1
1390,79,15,0.39,0.762,0.564,0.0,-6.934,0.0654,141.938,0,0.088,0.744,4,6
1391,72,1,0.0673,0.755,0.555,0.0,-7.752,0.296,117.119,1,0.233,0.569,4,1
1392,67,8,0.0467,0.71,0.591,1.25e-06,-9.802,0.436,120.004,0,0.0723,0.55,4,7
1393,71,1,0.263,0.579,0.723,1.67e-05,-5.598,0.0829,182.912,1,0.278,0.623,3,6
1394,74,16,0.615,0.777,0.701,1.03e-06,-6.13,0.0843,137.054,0,0.167,0.836,4,6
1395,78,19,0.463,0.801,0.604,0.00378,-6.525,0.111,125.024,0,0.21,0.534,4,5
1396,72,2,0.242,0.742,0.763,0.0,-6.488,0.146,143.125,0,0.243,0.865,4,2
1397,66,1,0.227,0.941,0.775,0.0,-5.151,0.0964,130.028,0,0.167,0.619,4,5
1398,67,18,0.207,0.799,0.67,0.0,-7.09,0.103,144.062,0,0.172,0.787,4,5
1399,59,35,0.37,0.768,0.662,0.0,-5.92,0.0844,151.937,1,0.182,0.636,4,0
1400,67,8,0.231,0.534,0.747,0.0,-6.412,0.21,98.229,0,0.315,0.523,3,1
1401,70,14,0.141,0.717,0.686,0.0,-6.388,0.208,134.067,0,0.0483,0.653,4,1
1402,78,2,0.169,0.897,0.665,4.02e-05,-4.718,0.217,115.05,0,0.0713,0.601,4,4
1403,69,13,0.0027,0.79,0.768,6.28e-06,-6.45,0.116,143.962,0,0.227,0.316,4,10
1404,63,18,0.219,0.658,0.525,2.18e-06,-6.764,0.115,147.125,0,0.117,0.174,4,10
1405,61,1,0.0937,0.697,0.53,0.0,-10.079,0.0979,142.103,0,0.291,0.658,4,2
1406,73,1,0.363,0.509,0.817,0.233,-6.211,0.339,117.88,1,0.058,0.139,4,5
1407,74,10,0.272,0.726,0.675,0.0,-8.251,0.121,137.954,1,0.16,0.846,4,1
1408,68,14,0.178,0.857,0.513,0.000708,-7.079,0.0952,129.996,0,0.178,0.527,4,8
1409,79,15,0.441,0.718,0.643,0.0,-7.473,0.113,131.825,0,0.16,0.645,4,4
1410,66,1,0.688,0.735,0.563,0.0,-6.527,0.139,130.018,1,0.0815,0.414,4,5
1411,61,1,0.126,0.828,0.732,0.0,-7.279,0.11,130.056,1,0.351,0.819,4,2
1412,69,1,0.0294,0.522,0.744,1.76e-06,-8.277,0.17,71.47,1,0.706,0.466,5,8
1413,66,17,0.249,0.745,0.63,0.0,-6.643,0.119,126.978,0,0.158,0.643,4,8
1414,66,17,0.162,0.812,0.525,0.0,-6.906,0.132,76.977,0,0.0942,0.698,4,5
1415,64,1,0.319,0.704,0.466,6.01e-05,-12.345,0.224,95.334,0,0.402,0.389,4,6
1416,66,1,0.00269,0.719,0.793,0.0,-4.681,0.0631,157.985,0,0.287,0.831,4,4
1417,64,1,0.478,0.638,0.5,2.16e-06,-10.852,0.159,147.065,1,0.102,0.336,4,0
1418,71,19,0.76,0.399,0.395,0.0,-10.782,0.0815,98.174,1,0.0593,0.704,4,2
1419,71,19,0.108,0.577,0.595,0.000101,-6.084,0.0759,201.892,1,0.173,0.633,4,6
1420,74,14,0.151,0.753,0.717,0.00258,-8.438,0.0988,117.952,0,0.0384,0.601,4,1
1421,68,1,0.293,0.557,0.746,0.0,-4.066,0.115,86.683,0,0.258,0.577,5,6
1422,79,15,0.441,0.718,0.643,0.0,-7.473,0.113,131.825,0,0.16,0.645,4,4
1423,65,44,0.398,0.731,0.523,0.0,-7.183,0.215,133.961,0,0.0611,0.83,4,8
1424,71,20,0.306,0.603,0.802,5.06e-05,-5.089,0.124,130.121,0,0.111,0.787,4,4
1425,72,7,0.123,0.884,0.566,3.25e-06,-7.398,0.106,106.983,0,0.046,0.565,4,5
1426,66,8,0.117,0.683,0.689,0.0,-5.62,0.0688,73.039,1,0.183,0.413,4,4
1427,63,21,0.229,0.887,0.638,5.5e-06,-4.526,0.255,125.017,1,0.165,0.665,4,1
1428,67,40,0.336,0.926,0.662,3.06e-06,-4.711,0.0754,140.021,0,0.11,0.725,4,9
1429,54,28,0.25,0.707,0.575,0.0,-7.347,0.113,147.989,0,0.168,0.809,4,2
1430,65,15,0.0655,0.756,0.6,2.92e-05,-9.004,0.139,93.025,0,0.168,0.527,4,10
1431,67,14,0.0474,0.882,0.675,0.000598,-6.004,0.124,140.092,1,0.141,0.758,4,3
1432,65,19,0.0736,0.563,0.793,0.0,-6.435,0.0857,94.256,0,0.0459,0.771,3,7
1433,70,21,0.644,0.866,0.628,2.48e-06,-5.575,0.107,125.991,0,0.0536,0.731,4,6
1434,67,31,0.55,0.633,0.747,0.0,-6.546,0.165,74.784,1,0.0553,0.927,4,1
1435,70,29,0.192,0.844,0.656,1.82e-05,-5.935,0.115,99.983,0,0.216,0.398,4,7
1436,78,19,0.463,0.801,0.604,0.00378,-6.525,0.111,125.024,0,0.21,0.534,4,5
1437,71,7,0.36,0.781,0.536,2.21e-06,-8.188,0.0797,95.034,1,0.125,0.524,4,0
1438,57,16,0.293,0.697,0.748,0.0,-5.185,0.0906,82.857,0,0.113,0.643,4,7
1439,66,21,0.42,0.781,0.55,3.01e-05,-7.528,0.087,139.009,0,0.109,0.697,4,4
1440,71,19,0.176,0.637,0.687,0.0,-7.377,0.124,113.142,0,0.216,0.5,5,5
1441,74,10,0.272,0.726,0.675,0.0,-8.251,0.121,137.954,1,0.16,0.846,4,1
1442,63,20,0.294,0.916,0.619,2e-06,-4.893,0.0869,129.975,1,0.311,0.564,4,9
1443,66,20,0.326,0.862,0.696,0.00467,-4.519,0.0418,140.018,1,0.0538,0.519,4,0
1444,68,1,0.483,0.807,0.57,0.00018,-9.386,0.0795,128.129,0,0.265,0.533,4,6
1445,46,28,0.166,0.642,0.595,0.0,-8.564,0.0936,95.956,0,0.213,0.333,4,11
1446,61,27,0.185,0.83,0.676,1.28e-05,-5.275,0.105,135.023,0,0.0681,0.576,4,0
1447,74,10,0.011,0.536,0.655,0.000498,-7.636,0.106,196.007,0,0.22,0.434,4,11
1448,62,18,0.336,0.772,0.783,0.0,-6.257,0.163,103.079,0,0.0353,0.71,4,8
1449,62,18,0.164,0.752,0.733,0.0,-6.178,0.367,83.501,0,0.198,0.539,4,8
1450,59,44,0.129,0.656,0.718,0.0,-6.482,0.0726,176.27,0,0.202,0.665,4,2
1451,61,16,0.414,0.754,0.674,7.28e-06,-4.724,0.103,140.014,0,0.0423,0.503,4,8
1452,62,1,0.376,0.943,0.426,0.0,-10.162,0.0601,117.985,0,0.306,0.796,4,1
1453,67,19,0.377,0.674,0.558,0.0,-8.928,0.16,86.731,0,0.0499,0.592,4,11
1454,69,19,0.304,0.711,0.607,9.15e-06,-7.427,0.0929,132.995,0,0.221,0.453,4,7
1455,54,28,0.224,0.728,0.712,2.04e-05,-6.317,0.11,99.982,0,0.0511,0.539,4,4
1456,60,17,0.244,0.757,0.722,0.0,-5.397,0.118,90.948,0,0.101,0.473,4,5
1457,61,1,0.689,0.492,0.644,0.000956,-6.407,0.118,113.856,0,0.113,0.755,4,11
1458,70,16,0.256,0.825,0.668,0.0,-7.169,0.113,129.983,0,0.135,0.557,4,11
1459,59,1,0.0112,0.708,0.694,1.75e-05,-8.135,0.0485,120.068,1,0.0562,0.921,4,8
1460,63,19,0.104,0.651,0.616,0.0,-7.467,0.109,89.977,0,0.222,0.568,4,10
1461,67,7,0.374,0.663,0.792,0.0,-4.483,0.192,151.975,0,0.147,0.684,4,1
1462,55,18,0.424,0.758,0.654,0.0,-5.53,0.146,106.952,1,0.125,0.762,4,9
1463,63,1,0.0362,0.724,0.55,0.0,-8.615,0.115,82.893,0,0.263,0.631,4,5
1464,61,15,0.00937,0.811,0.692,0.0,-2.836,0.0598,125.009,0,0.105,0.817,4,4
1465,45,28,0.252,0.785,0.557,0.0,-7.251,0.283,95.028,1,0.127,0.365,4,7
1466,45,33,0.559,0.57,0.458,0.0,-8.589,0.102,96.3,0,0.251,0.501,4,10
1467,66,27,0.228,0.805,0.637,0.0,-6.515,0.071,140.045,1,0.0869,0.678,4,6
1468,75,9,0.214,0.668,0.906,0.00245,-4.881,0.135,135.653,0,0.17,0.507,4,11
1469,76,20,0.234,0.445,0.706,0.000252,-9.803,0.205,80.823,1,0.0461,0.768,4,8
1470,83,12,0.0192,0.268,0.98,0.00709,-5.958,0.182,100.315,1,0.103,0.395,4,11
1471,18,15,0.0443,0.253,0.635,1.43e-05,-10.135,0.324,176.109,1,0.053,0.41,4,2
1472,73,32,0.25,0.491,0.802,0.0,-7.106,0.387,119.25,1,0.0392,0.472,4,4
1473,86,11,0.0493,0.464,0.795,0.00244,-9.267,0.399,158.691,1,0.0926,0.612,4,1
1474,62,20,0.175,0.628,0.565,0.0693,-9.98,0.349,132.302,1,0.0385,0.582,4,0
1475,5,9,0.00298,0.38,0.76,0.0294,-10.961,0.104,99.437,1,0.0378,0.491,4,9
1476,0,30,0.298,0.412,0.528,5.03e-05,-6.613,0.332,79.962,1,0.0259,0.175,4,1
1477,86,10,0.011,0.31,0.7,0.00965,-5.678,0.0828,188.386,1,0.047,0.763,4,9
1478,85,12,0.0195,0.453,0.987,0.283,-4.485,0.268,123.544,1,0.0889,0.316,4,8
1479,82,12,0.0804,0.743,0.836,0.0,-6.465,0.384,113.375,1,0.116,0.82,4,2
1480,77,10,0.00532,0.389,0.873,0.0055,-4.768,0.273,106.767,0,0.0475,0.303,4,4
1481,74,13,0.165,0.727,0.834,0.0,-5.851,0.105,131.7,1,0.0496,0.816,4,2
1482,77,15,0.241,0.544,0.897,0.0,-6.056,0.13,157.17,0,0.0471,0.647,4,3
1483,81,9,0.461,0.573,0.683,0.0,-6.644,0.0935,169.519,1,0.176,0.817,4,5
1484,59,14,0.0188,0.451,0.962,3.17e-06,-3.947,0.277,131.435,1,0.0734,0.377,4,0
1485,80,13,0.0628,0.529,0.843,0.000827,-6.908,0.0608,117.662,0,0.0616,0.188,4,6
1486,0,11,0.0206,0.432,0.88,0.000191,-5.769,0.185,95.59,0,0.0656,0.527,4,1
1487,40,17,0.00812,0.478,0.876,0.064,-5.669,0.167,145.225,0,0.0568,0.78,3,6
1488,61,9,0.61,0.826,0.608,0.000164,-8.442,0.116,95.085,1,0.162,0.846,4,4
1489,87,10,0.061,0.574,0.913,0.00158,-4.793,0.156,115.728,0,0.133,0.423,4,6
1490,80,9,0.153,0.754,0.759,0.000108,-5.218,0.101,126.366,1,0.302,0.435,4,9
1491,90,59,0.347,0.645,0.795,0.00389,-12.095,0.104,112.067,1,0.0527,0.535,4,7
1492,74,9,0.0966,0.667,0.755,6.94e-05,-7.246,0.0523,109.535,1,0.069,0.883,4,9
1493,0,36,0.00398,0.602,0.784,0.0852,-7.976,0.0931,133.019,0,0.0313,0.918,4,11
1494,86,9,0.00574,0.579,0.508,0.000494,-9.484,0.0575,147.125,1,0.027,0.609,4,2
1495,85,58,0.009,0.545,0.67,0.000822,-8.81,0.0451,151.553,1,0.0496,0.481,4,9
1496,0,17,0.431,0.6,0.507,4.98e-06,-9.98,0.0924,136.611,1,0.0289,0.333,4,10
1497,64,20,0.093,0.773,0.543,5.63e-06,-9.97,0.175,115.997,1,0.0292,0.802,4,0
1498,0,10,0.149,0.729,0.844,2.87e-06,-8.824,0.0604,131.459,1,0.0344,0.777,4,5
1499,0,16,0.0915,0.609,0.661,0.000482,-9.549,0.254,97.93,1,0.0252,0.892,4,7
1500,82,8,0.00088,0.377,0.681,0.0023,-8.039,0.0504,108.789,1,0.0298,0.285,4,7
1501,67,36,0.6,0.334,0.472,3.62e-06,-8.791,0.317,179.173,1,0.0277,0.431,3,0
1502,68,10,0.6,0.526,0.509,0.0,-10.893,0.144,138.318,1,0.0628,0.497,4,7
1503,0,11,0.0398,0.686,0.632,2.2e-06,-11.433,0.0686,118.965,1,0.0353,0.88,4,9
1504,70,12,0.000841,0.649,0.903,0.000351,-3.677,0.122,121.841,1,0.0318,0.412,4,7
1505,86,17,0.0339,0.557,0.54,0.00248,-10.484,0.179,129.171,1,0.0347,0.394,4,9
1506,81,12,0.212,0.623,0.449,0.0,-13.333,0.0613,84.383,1,0.0253,0.572,4,5
1507,72,12,0.297,0.695,0.582,0.0,-11.35,0.123,122.433,1,0.0651,0.892,4,4
1508,79,29,0.313,0.489,0.724,0.185,-8.367,0.287,117.292,1,0.0352,0.15,4,5
1509,81,12,0.57,0.65,0.306,7.07e-06,-9.443,0.0707,118.068,1,0.0393,0.605,4,9
1510,54,14,0.0979,0.202,0.644,0.0,-5.212,0.109,85.04,1,0.0324,0.252,5,11
1511,81,12,0.631,0.443,0.403,0.0,-8.339,0.111,143.462,1,0.0322,0.41,4,0
1512,58,9,0.0871,0.576,0.545,0.000502,-7.213,0.267,84.24,1,0.0281,0.649,4,5
1513,67,14,0.0737,0.574,0.664,0.0,-11.5,0.22,122.956,1,0.0346,0.936,4,5
1514,70,8,0.00101,0.419,0.677,9.99e-05,-6.183,0.211,127.678,1,0.0343,0.684,4,4
1515,0,34,0.446,0.559,0.473,0.00141,-7.712,0.154,121.227,1,0.0279,0.397,4,5
1516,72,18,0.379,0.535,0.65,0.0,-6.328,0.14,117.188,1,0.0554,0.61,4,10
1517,73,13,0.000385,0.295,0.584,0.218,-6.696,0.0996,117.2,0,0.0345,0.228,3,9
1518,67,9,0.291,0.456,0.696,0.000207,-10.0,0.0853,142.156,1,0.0653,0.508,4,5
1519,0,9,0.0555,0.503,0.746,0.00211,-5.402,0.353,139.913,1,0.032,0.536,4,8
1520,9,11,0.0848,0.756,0.773,0.0026,-6.65,0.0792,98.384,0,0.0306,0.954,4,5
1521,0,10,0.13,0.52,0.749,0.0,-9.937,0.0881,135.26,1,0.0369,0.743,4,2
1522,41,9,0.226,0.83,0.513,0.000611,-12.162,0.0799,108.973,0,0.0343,0.586,4,0
1523,0,9,0.405,0.461,0.918,0.00033,-8.507,0.126,172.435,1,0.0959,0.802,4,4
1524,80,13,0.611,0.529,0.127,0.000109,-16.066,0.237,63.05,1,0.0274,0.578,4,11
1525,71,10,0.000343,0.602,0.877,0.635,-6.606,0.0551,123.679,1,0.0515,0.617,4,4
1526,71,11,0.411,0.757,0.868,0.00221,-9.326,0.355,138.923,1,0.062,0.815,4,9
1527,81,15,0.326,0.535,0.716,0.0,-5.025,0.659,94.379,1,0.0431,0.901,4,4
1528,76,8,4.52e-05,0.412,0.658,0.000774,-12.051,0.176,163.071,0,0.0708,0.454,4,4
1529,70,10,0.0151,0.492,0.552,3.74e-05,-12.321,0.0723,105.623,0,0.0341,0.655,4,7
1530,66,11,0.0117,0.292,0.823,7.79e-05,-6.763,0.155,89.939,1,0.0407,0.244,4,7
1531,66,14,0.0606,0.589,0.85,0.779,-6.143,0.274,130.318,1,0.0343,0.813,4,2
1532,72,11,0.00322,0.63,0.788,0.0237,-6.7,0.0883,120.059,1,0.0298,0.63,4,5
1533,79,7,0.0694,0.531,0.818,0.0096,-5.358,0.263,90.767,1,0.0452,0.471,4,2
1534,69,9,0.234,0.489,0.578,0.0,-9.766,0.123,78.111,1,0.0418,0.511,4,10
1535,30,14,0.0144,0.476,0.886,7.47e-06,-4.978,0.12,100.283,0,0.053,0.501,4,9
1536,0,11,0.0629,0.546,0.529,0.000567,-13.6,0.0383,151.727,1,0.0436,0.574,4,9
1537,85,10,0.00287,0.532,0.767,0.000513,-5.509,0.39,127.361,1,0.0574,0.755,4,7
1538,2,16,0.00125,0.359,0.981,0.00236,-3.622,0.284,178.98,0,0.303,0.271,4,7
1539,1,12,0.36,0.453,0.905,0.000569,-4.001,0.26,137.571,1,0.115,0.474,4,9
1540,86,12,0.000147,0.502,0.89,0.0117,-5.175,0.217,133.52,1,0.0364,0.259,4,4
1541,81,24,0.551,0.446,0.239,4.1e-06,-13.945,0.0697,189.507,1,0.0316,0.298,4,0
1542,0,56,0.247,0.563,0.915,8.46e-05,-5.062,0.0613,136.345,1,0.08,0.71,4,7
1543,89,12,0.0901,0.446,0.952,0.0857,-5.321,0.112,125.303,1,0.0523,0.624,4,6
1544,71,12,0.0828,0.357,0.653,0.0,-5.554,0.0844,176.647,1,0.0654,0.522,4,9
1545,70,16,0.0647,0.624,0.396,0.909,-15.411,0.113,111.401,1,0.034,0.0388,4,4
1546,78,10,0.0771,0.712,0.967,0.0,-5.206,0.356,145.024,1,0.047,0.895,4,7
1547,73,14,0.0264,0.562,0.609,0.0,-7.063,0.17,130.753,0,0.0271,0.512,4,3
1548,75,9,0.0603,0.655,0.606,0.0789,-10.385,0.0757,110.061,1,0.0285,0.765,4,7
1549,85,32,0.0183,0.508,0.834,0.0,-6.205,0.0732,139.131,1,0.0386,0.774,4,2
1550,82,12,0.0115,0.527,0.942,0.0,-5.64,0.188,148.723,0,0.0366,0.495,4,1
1551,81,9,0.171,0.572,0.835,0.000377,-6.219,0.0702,129.981,1,0.0317,0.795,4,0
1552,77,9,0.00122,0.526,0.978,4.75e-05,-5.436,0.0744,141.167,1,0.108,0.451,4,8
1553,75,9,0.00543,0.482,0.617,0.000146,-12.931,0.284,125.697,0,0.0458,0.718,4,4
1554,53,23,0.0171,0.641,0.671,0.00178,-11.764,0.361,147.339,1,0.0354,0.783,4,9
1555,71,16,0.218,0.69,0.54,0.00657,-10.516,0.115,114.846,1,0.0317,0.764,4,4
1556,79,10,0.221,0.645,0.598,3.53e-06,-13.18,0.0721,105.929,0,0.0335,0.913,4,1
1557,87,10,0.257,0.671,0.373,8.01e-05,-18.064,0.0481,92.718,1,0.0323,0.732,4,9
1558,62,11,0.0713,0.645,0.604,0.0,-9.904,0.129,156.436,0,0.118,0.545,4,5
1559,76,11,0.000359,0.601,0.859,0.00124,-5.263,0.0871,125.145,1,0.0276,0.446,4,5
1560,72,9,0.204,0.306,0.86,0.000146,-7.371,0.369,136.265,1,0.0534,0.541,4,1
1561,82,11,0.0436,0.631,0.932,0.137,-4.142,0.0918,122.429,1,0.0354,0.971,4,5
1562,74,9,0.133,0.456,0.863,0.0538,-3.551,0.0553,135.962,1,0.0894,0.532,4,3
1563,72,12,0.0457,0.574,0.96,0.0,-4.906,0.121,117.486,1,0.032,0.978,4,9
1564,78,9,0.206,0.714,0.937,0.0,-2.947,0.0731,124.13,1,0.0399,0.964,4,6
1565,84,14,0.0586,0.508,0.774,4.87e-06,-5.973,0.063,178.946,1,0.0321,0.942,4,2
1566,73,38,0.000596,0.471,0.956,0.62,-6.371,0.624,169.798,1,0.0403,0.715,4,9
1567,75,14,0.00251,0.529,0.932,0.00109,-7.501,0.136,138.158,1,0.0488,0.571,4,7
1568,58,31,0.784,0.788,0.713,0.0,-7.157,0.101,136.02,0,0.103,0.881,4,2
1569,47,31,0.198,0.487,0.625,0.0,-10.418,0.286,141.014,0,0.127,0.536,4,1
1570,49,31,0.284,0.45,0.697,0.0,-6.889,0.389,72.316,1,0.425,0.772,4,0
1571,45,31,0.546,0.78,0.666,3.04e-06,-6.937,0.0878,120.015,1,0.0743,0.823,4,9
1572,56,16,0.717,0.671,0.564,0.0,-6.744,0.291,138.104,0,0.0552,0.611,4,0
1573,37,1,0.311,0.751,0.655,0.0,-5.24,0.0546,163.943,0,0.173,0.676,4,5
1574,47,31,0.307,0.632,0.72,0.0,-7.068,0.328,145.966,1,0.176,0.866,4,9
1575,0,10,0.0956,0.63,0.91,1.88e-05,-3.32,0.0541,100.155,1,0.0441,0.738,4,7
1576,46,31,0.341,0.519,0.784,0.0,-6.01,0.219,113.569,1,0.285,0.632,4,0
1577,57,31,0.26,0.651,0.758,3.41e-06,-5.85,0.0635,163.952,0,0.0444,0.712,4,5
1578,35,10,0.399,0.471,0.759,0.00427,-6.829,0.166,146.7,1,0.0443,0.941,4,9
1579,36,11,0.494,0.424,0.862,0.0,-3.325,0.148,145.93,1,0.0619,0.629,4,0
1580,36,31,0.661,0.658,0.708,0.0,-8.677,0.351,155.04,1,0.275,0.763,4,7
1581,23,39,0.646,0.517,0.814,1.14e-06,-6.041,0.0848,133.013,1,0.128,0.848,4,0
1582,0,10,0.357,0.565,0.878,0.000182,-4.421,0.143,103.151,1,0.0412,0.683,4,2
1583,47,14,0.412,0.711,0.757,0.0,-6.972,0.0887,142.98,1,0.0426,0.799,4,0
1584,46,14,0.105,0.541,0.74,0.0,-5.218,0.0857,142.071,0,0.121,0.685,4,9
1585,41,4,0.425,0.64,0.647,4.21e-05,-8.103,0.12,152.914,1,0.261,0.788,4,7
1586,0,13,0.389,0.692,0.654,0.0,-7.891,0.294,140.041,1,0.0782,0.772,4,0
1587,25,20,0.616,0.695,0.716,0.0,-6.484,0.423,139.65,1,0.0981,0.825,4,2
1588,30,6,0.0805,0.544,0.78,0.0,-8.393,0.186,123.59,1,0.275,0.759,4,0
1589,24,1,0.685,0.643,0.811,9.15e-06,-6.206,0.313,139.928,0,0.151,0.696,4,11
1590,48,31,0.283,0.636,0.79,0.0,-5.779,0.314,119.791,1,0.137,0.596,4,7
1591,39,14,0.353,0.584,0.767,0.0,-5.984,0.08,124.063,1,0.266,0.742,4,0
1592,23,7,0.438,0.556,0.858,0.0,-7.159,0.345,118.248,1,0.296,0.777,4,5
1593,19,8,0.612,0.521,0.83,0.000254,-7.716,0.105,127.211,1,0.0556,0.96,4,0
1594,0,6,0.588,0.72,0.661,2.71e-06,-9.33,0.36,144.226,0,0.0471,0.915,4,1
1595,18,12,0.141,0.702,0.915,0.0,-2.311,0.228,125.11,1,0.0589,0.772,4,7
1596,0,10,0.453,0.687,0.622,0.00107,-11.796,0.0401,100.974,1,0.0333,0.858,4,0
1597,0,40,0.52,0.681,0.779,3.43e-05,-6.394,0.308,97.908,1,0.0512,0.878,4,2
1598,26,8,0.418,0.693,0.663,0.0,-10.474,0.0959,77.394,1,0.0555,0.927,4,7
1599,32,31,0.52,0.582,0.709,0.0,-7.066,0.0915,120.022,1,0.0708,0.865,4,9
1600,0,4,0.232,0.473,0.796,1.87e-05,-11.614,0.1,107.619,1,0.147,0.857,4,4
1601,26,18,0.388,0.664,0.893,5.2e-06,-5.19,0.061,92.017,1,0.0479,0.744,4,2
1602,37,31,0.659,0.601,0.617,0.0,-7.377,0.103,130.101,0,0.0587,0.664,4,7
1603,44,31,0.524,0.654,0.58,0.0,-9.955,0.213,144.811,0,0.231,0.722,4,11
1604,33,11,0.491,0.412,0.617,0.000148,-9.59,0.0938,139.97,1,0.0359,0.78,4,11
1605,23,20,0.397,0.569,0.836,0.0,-4.555,0.342,137.955,1,0.306,0.864,4,9
1606,0,16,0.376,0.664,0.624,0.0,-12.853,0.174,123.06,1,0.108,0.816,4,4
1607,0,7,0.344,0.471,0.911,0.0,-3.738,0.282,103.798,1,0.0927,0.84,4,2
1608,0,7,0.411,0.509,0.859,8.76e-06,-4.046,0.116,109.559,1,0.0618,0.737,4,0
1609,0,10,0.498,0.658,0.842,0.267,-6.934,0.113,95.755,1,0.0385,0.905,4,1
1610,24,9,0.387,0.582,0.762,0.0,-10.574,0.168,113.8,1,0.0745,0.867,4,9
1611,20,9,0.597,0.624,0.546,4.07e-06,-12.01,0.148,94.808,1,0.126,0.734,4,2
